Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2021-01-01 00:00:00,Canada,Alberta,CA-AB,427.36,516.59,13.91,13.91,ets.aeso.ca,False,
2021-01-01 01:00:00,Canada,Alberta,CA-AB,426.93,516.01,14.01,14.01,ets.aeso.ca,False,
2021-01-01 02:00:00,Canada,Alberta,CA-AB,428.17,518.45,12.91,12.91,ets.aeso.ca,False,
2021-01-01 03:00:00,Canada,Alberta,CA-AB,413.89,503.44,14.62,14.62,ets.aeso.ca,False,
2021-01-01 04:00:00,Canada,Alberta,CA-AB,399.72,487.98,16.64,16.64,ets.aeso.ca,False,
2021-01-01 05:00:00,Canada,Alberta,CA-AB,396.59,484.24,17.07,17.07,ets.aeso.ca,False,
2021-01-01 06:00:00,Canada,Alberta,CA-AB,399.42,487.6,16.44,16.44,ets.aeso.ca,False,
2021-01-01 07:00:00,Canada,Alberta,CA-AB,401.58,489.33,16.45,16.45,ets.aeso.ca,False,
2021-01-01 08:00:00,Canada,Alberta,CA-AB,393.55,480.95,17.4,17.4,ets.aeso.ca,False,
2021-01-01 09:00:00,Canada,Alberta,CA-AB,383.04,470.58,18.35,18.35,ets.aeso.ca,False,
2021-01-01 10:00:00,Canada,Alberta,CA-AB,379.54,467.94,18.2,18.2,ets.aeso.ca,False,
2021-01-01 11:00:00,Canada,Alberta,CA-AB,385.98,475.12,17.07,17.07,ets.aeso.ca,False,
2021-01-01 12:00:00,Canada,Alberta,CA-AB,386.96,476.8,16.59,16.59,ets.aeso.ca,False,
2021-01-01 13:00:00,Canada,Alberta,CA-AB,394.06,485.33,15.12,15.12,ets.aeso.ca,False,
2021-01-01 14:00:00,Canada,Alberta,CA-AB,388.09,478.13,16.55,16.55,ets.aeso.ca,False,
2021-01-01 15:00:00,Canada,Alberta,CA-AB,383.84,472.89,17.72,17.72,ets.aeso.ca,False,
2021-01-01 16:00:00,Canada,Alberta,CA-AB,382.48,471.39,18.0,17.98,ets.aeso.ca,False,
2021-01-01 17:00:00,Canada,Alberta,CA-AB,390.59,480.38,16.62,16.61,ets.aeso.ca,False,
2021-01-01 18:00:00,Canada,Alberta,CA-AB,389.31,477.96,17.45,17.43,ets.aeso.ca,False,
2021-01-01 19:00:00,Canada,Alberta,CA-AB,386.74,475.16,17.86,17.84,ets.aeso.ca,False,
2021-01-01 20:00:00,Canada,Alberta,CA-AB,382.57,470.91,18.36,18.34,ets.aeso.ca,False,
2021-01-01 21:00:00,Canada,Alberta,CA-AB,384.6,473.21,17.9,17.89,ets.aeso.ca,False,
2021-01-01 22:00:00,Canada,Alberta,CA-AB,378.86,466.61,19.01,19.01,ets.aeso.ca,False,
2021-01-01 23:00:00,Canada,Alberta,CA-AB,381.04,468.51,19.09,19.09,ets.aeso.ca,False,
2021-01-02 00:00:00,Canada,Alberta,CA-AB,376.77,462.93,20.4,20.4,ets.aeso.ca,False,
2021-01-02 01:00:00,Canada,Alberta,CA-AB,375.95,461.3,20.91,20.91,ets.aeso.ca,False,
2021-01-02 02:00:00,Canada,Alberta,CA-AB,371.47,457.25,21.08,21.08,ets.aeso.ca,False,
2021-01-02 03:00:00,Canada,Alberta,CA-AB,370.07,456.04,21.16,21.16,ets.aeso.ca,False,
2021-01-02 04:00:00,Canada,Alberta,CA-AB,379.35,467.35,18.93,18.93,ets.aeso.ca,False,
2021-01-02 05:00:00,Canada,Alberta,CA-AB,391.0,480.33,16.77,16.77,ets.aeso.ca,False,
2021-01-02 06:00:00,Canada,Alberta,CA-AB,389.4,478.34,17.09,17.09,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-02 07:00:00,Canada,Alberta,CA-AB,387.35,475.98,17.47,17.46,Electricity Maps Estimation; ets.aeso.ca,False,
2021-01-02 08:00:00,Canada,Alberta,CA-AB,383.08,470.15,18.81,18.81,ets.aeso.ca,False,
2021-01-02 09:00:00,Canada,Alberta,CA-AB,377.02,463.05,20.04,20.04,ets.aeso.ca,False,
2021-01-02 10:00:00,Canada,Alberta,CA-AB,380.05,466.28,19.53,19.53,ets.aeso.ca,False,
2021-01-02 11:00:00,Canada,Alberta,CA-AB,381.07,466.76,19.67,19.67,ets.aeso.ca,False,
2021-01-02 12:00:00,Canada,Alberta,CA-AB,383.33,468.32,19.89,19.89,Electricity Maps Estimation,True,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-02 13:00:00,Canada,Alberta,CA-AB,381.45,465.44,20.83,20.83,Electricity Maps Estimation; ets.aeso.ca,False,
2021-01-02 14:00:00,Canada,Alberta,CA-AB,382.08,465.96,20.92,20.92,ets.aeso.ca,False,
2021-01-02 15:00:00,Canada,Alberta,CA-AB,388.65,473.65,19.5,19.5,ets.aeso.ca,False,
2021-01-02 16:00:00,Canada,Alberta,CA-AB,384.43,469.19,20.4,20.39,ets.aeso.ca,False,
2021-01-02 17:00:00,Canada,Alberta,CA-AB,385.29,470.84,19.8,19.79,ets.aeso.ca,False,
2021-01-02 18:00:00,Canada,Alberta,CA-AB,385.77,471.37,19.69,19.67,ets.aeso.ca,False,
2021-01-02 19:00:00,Canada,Alberta,CA-AB,384.05,469.61,19.92,19.9,ets.aeso.ca,False,
2021-01-02 20:00:00,Canada,Alberta,CA-AB,388.28,474.02,19.46,19.43,ets.aeso.ca,False,
2021-01-02 21:00:00,Canada,Alberta,CA-AB,391.67,477.51,18.96,18.94,ets.aeso.ca,False,
2021-01-02 22:00:00,Canada,Alberta,CA-AB,389.32,475.42,19.03,19.01,ets.aeso.ca,False,
2021-01-02 23:00:00,Canada,Alberta,CA-AB,390.92,476.37,19.42,19.41,ets.aeso.ca,False,
2021-01-03 00:00:00,Canada,Alberta,CA-AB,391.23,475.94,19.99,19.99,ets.aeso.ca,False,
2021-01-03 01:00:00,Canada,Alberta,CA-AB,393.69,478.81,19.53,19.53,ets.aeso.ca,False,
2021-01-03 02:00:00,Canada,Alberta,CA-AB,395.76,481.07,18.98,18.98,ets.aeso.ca,False,
2021-01-03 03:00:00,Canada,Alberta,CA-AB,393.34,479.36,18.69,18.69,ets.aeso.ca,False,
2021-01-03 04:00:00,Canada,Alberta,CA-AB,389.48,475.92,18.83,18.83,ets.aeso.ca,False,
2021-01-03 05:00:00,Canada,Alberta,CA-AB,388.81,474.74,19.11,19.11,ets.aeso.ca,False,
2021-01-03 06:00:00,Canada,Alberta,CA-AB,383.94,469.48,19.76,19.76,ets.aeso.ca,False,
2021-01-03 07:00:00,Canada,Alberta,CA-AB,387.88,474.38,18.8,18.8,ets.aeso.ca,False,
2021-01-03 08:00:00,Canada,Alberta,CA-AB,391.19,479.13,17.52,17.52,ets.aeso.ca,False,
2021-01-03 09:00:00,Canada,Alberta,CA-AB,392.66,480.96,17.13,17.13,ets.aeso.ca,False,
2021-01-03 10:00:00,Canada,Alberta,CA-AB,394.94,483.85,16.74,16.74,ets.aeso.ca,False,
2021-01-03 11:00:00,Canada,Alberta,CA-AB,395.25,484.43,16.71,16.71,ets.aeso.ca,False,
2021-01-03 12:00:00,Canada,Alberta,CA-AB,398.64,488.33,15.97,15.97,ets.aeso.ca,False,
2021-01-03 13:00:00,Canada,Alberta,CA-AB,393.87,482.69,16.97,16.97,ets.aeso.ca,False,
2021-01-03 14:00:00,Canada,Alberta,CA-AB,398.27,486.61,16.8,16.8,ets.aeso.ca,False,
2021-01-03 15:00:00,Canada,Alberta,CA-AB,402.51,491.01,16.31,16.31,ets.aeso.ca,False,
2021-01-03 16:00:00,Canada,Alberta,CA-AB,404.24,492.83,16.25,16.25,ets.aeso.ca,False,
2021-01-03 17:00:00,Canada,Alberta,CA-AB,410.67,499.39,15.61,15.59,ets.aeso.ca,False,
2021-01-03 18:00:00,Canada,Alberta,CA-AB,406.43,494.03,16.52,16.51,ets.aeso.ca,False,
2021-01-03 19:00:00,Canada,Alberta,CA-AB,395.32,481.45,18.48,18.46,ets.aeso.ca,False,
2021-01-03 20:00:00,Canada,Alberta,CA-AB,388.48,472.56,20.47,20.45,ets.aeso.ca,False,
2021-01-03 21:00:00,Canada,Alberta,CA-AB,379.88,462.05,22.55,22.52,ets.aeso.ca,False,
2021-01-03 22:00:00,Canada,Alberta,CA-AB,374.24,456.67,22.94,22.91,ets.aeso.ca,False,
2021-01-03 23:00:00,Canada,Alberta,CA-AB,369.22,453.33,22.41,22.41,ets.aeso.ca,False,
2021-01-04 00:00:00,Canada,Alberta,CA-AB,374.91,459.14,21.74,21.74,ets.aeso.ca,False,
2021-01-04 01:00:00,Canada,Alberta,CA-AB,381.22,466.28,20.42,20.42,ets.aeso.ca,False,
2021-01-04 02:00:00,Canada,Alberta,CA-AB,373.4,458.46,21.16,21.16,ets.aeso.ca,False,
2021-01-04 03:00:00,Canada,Alberta,CA-AB,384.16,470.42,19.22,19.22,ets.aeso.ca,False,
2021-01-04 04:00:00,Canada,Alberta,CA-AB,383.77,470.18,19.05,19.05,ets.aeso.ca,False,
2021-01-04 05:00:00,Canada,Alberta,CA-AB,386.63,473.69,18.35,18.35,ets.aeso.ca,False,
2021-01-04 06:00:00,Canada,Alberta,CA-AB,387.0,474.5,18.01,18.01,ets.aeso.ca,False,
2021-01-04 07:00:00,Canada,Alberta,CA-AB,387.14,474.76,17.87,17.86,ets.aeso.ca,False,
2021-01-04 08:00:00,Canada,Alberta,CA-AB,386.12,474.02,17.83,17.83,ets.aeso.ca,False,
2021-01-04 09:00:00,Canada,Alberta,CA-AB,387.92,476.77,17.08,17.08,ets.aeso.ca,False,
2021-01-04 10:00:00,Canada,Alberta,CA-AB,390.91,480.4,16.4,16.4,ets.aeso.ca,False,
2021-01-04 11:00:00,Canada,Alberta,CA-AB,394.28,483.86,16.07,16.07,ets.aeso.ca,False,
2021-01-04 12:00:00,Canada,Alberta,CA-AB,407.65,498.86,13.92,13.92,ets.aeso.ca,False,
2021-01-04 13:00:00,Canada,Alberta,CA-AB,404.71,495.99,14.38,14.38,ets.aeso.ca,False,
2021-01-04 14:00:00,Canada,Alberta,CA-AB,410.4,501.4,14.19,14.19,ets.aeso.ca,False,
